1-1.txt, 2.0
1-2.txt, 2.0
1-3.txt, 2.0
1-4.txt, 2.0
1-5.txt, 2.0
2-1.txt, 2.0
2-2.txt, 2.0
2-3.txt, 2.0
2-4.txt, 2.0
3-1.txt, 2.0
3-2.txt, 2.0
3-3.txt, 2.0
4-1.txt, 2.0
4-2.txt, 2.0
4-3.txt, 2.0
4-4.txt, 2.0
5-1.txt, 2.0
5-2.txt, 2.0
5-3.txt, 2.0
5-4.txt, 2.0
6-1.txt, 2.0
6-2.txt, 2.0
6-3.txt, 2.0
6-4.txt, 2.0
6-5.txt, 2.0
7-1.txt, 2.0
7-2.txt, 2.0
7-3.txt, 2.0
7-4.txt, 2.0
7-5.txt, 2.0
8-1.txt, 2.0
8-2.txt, 2.0
8-3.txt, 2.0
8-4.txt, 2.0
9-1.txt, 2.0
9-2.txt, 2.0
9-3.txt, 2.0
9-4.txt, 2.0
9-5.txt, 2.0
9-6.txt, 2.0
10-1.txt, 2.0
10-2.txt, 2.0
10-3.txt, 2.0
10-4.txt, 2.0
10-5.txt, 2.0
11.c, 3.0
12.c, 3.0
13.c, 3.0
14.c, 3.0
